year,playlist_genre,count
2011,barbadian pop,5
2011,baroque pop,6
2011,big room,6
2011,boy band,3
2011,brill building pop,1
2011,brit funk,1
2011,british invasion,2
2011,british soul,11
2011,brostep,1
2011,bubblegum pop,2
2011,canadian electronic,1
2011,canadian folk,1
2011,canadian hip hop,1
2011,canadian pop,2
2011,canadian pop punk,4
2011,candy pop,1
2011,chicago rap,1
2011,classic canadian rock,1
2011,classic garage rock,1
2011,classic girl group,5
2011,classic house,1
2011,classic uk pop,2
2011,comedy rap,1
2011,comic,1
2011,complextro,1
2011,contemporary country,2
2011,dance pop,55
2011,dance rock,3
2011,dancefloor dnb,1
2011,dansktop,1
2011,deep adult standards,3
2011,detroit hip hop,1
2011,disco house,6
2011,doo-wop,1
2011,dutch house,2
2011,electropowerpop,1
2011,eurodance,5
2011,freestyle,1
2011,french shoegaze,1
2011,g funk,5
2011,grime,3
2011,hi-nrg,1
2011,hip hop,1
2011,hip house,2
2011,hip pop,6
2011,indie poptimism,1
2011,indie rock,1
2011,indietronica,7
2011,la indie,3
2011,latin pop,1
2011,liverpool indie,4
2011,metropopolis,2
2011,modern alternative rock,2
2011,modern rock,2
2011,nashville sound,2
2011,neo mellow,6
2011,neon pop punk,1
2011,northern soul,1
2011,novelty,2
2011,nz folk,1
2011,nz pop,1
2011,permanent wave,3
2011,pop,18
2011,pop soul,1
2011,power pop,1
2011,r&b,2
2011,rhythm and blues,1
2011,rock-and-roll,1
2011,romanian pop,2
2011,soft rock,1
2011,stomp and holler,1
2011,talent show,1
2011,uk hip hop,2
2011,vintage french electronic,1
2012,acoustic cover,1
2012,acoustic pop,3
2012,adult standards,3
2012,album rock,3
2012,alternative dance,2
2012,alternative metal,2
2012,alternative rock,4
2012,asian american hip hop,3
2012,atl hip hop,3
2012,atlanta bass,1
2012,australian alternative rock,4
2012,australian dance,15
2012,australian hip hop,4
2012,australian indie,5
2012,australian indigenous music,1
2012,australian pop,25
2012,australian rock,5
2012,australian singer-songwriter,1
2012,balkan beats,1
2012,barbadian pop,6
2012,baroque pop,5
2012,big room,4
2012,boy band,8
2012,brill building pop,1
2012,britcore,4
2012,british soul,1
2012,britpop,1
2012,brostep,1
2012,bubblegum pop,1
2012,canadian pop,9
2012,candy pop,1
2012,celtic rock,1
2012,classic garage rock,1
2012,classic girl group,2
2012,classic oklahoma country,1
2012,classic soul,1
2012,complextro,2
2012,contemporary country,1
2012,dance pop,63
2012,dance rock,2
2012,dancefloor dnb,2
2012,deep adult standards,4
2012,disco,4
2012,doo-wop,1
2012,edm,3
2012,electro house,2
2012,eurodance,1
2012,europop,2
2012,folk-pop,6
2012,g funk,1
2012,girl group,2
2012,hardcore techno,1
2012,hip house,2
2012,hip pop,1
2012,idol,1
2012,indie poptimism,4
2012,indie rock,3
2012,indietronica,4
2012,israeli pop,1
2012,italian trance,1
2012,jamaican ska,1
2012,k-rap,2
2012,lilith,1
2012,mellow gold,1
2012,metropopolis,1
2012,modern folk rock,1
2012,modern power pop,1
2012,modern rock,12
2012,nederpop,1
2012,neo soul,3
2012,new wave pop,1
2012,novelty,1
2012,nz hip hop,1
2012,permanent wave,1
2012,pop,25
2012,pop dance,2
2012,pop rap,8
2012,post-teen pop,7
2012,progressive electro house,1
2012,r&b,7
2012,rhythm and blues,1
2012,soft rock,1
2012,swamp pop,1
2013,acoustic pop,4
2013,adult standards,8
2013,alaska indie,1
2013,album rock,3
2013,alternative metal,4
2013,alternative rock,1
2013,arkansas country,2
2013,art pop,7
2013,atl hip hop,1
2013,atlantic canada hip hop,1
2013,aussietronica,2
2013,australian alternative rock,2
2013,australian dance,7
2013,australian electropop,2
2013,australian hip hop,3
2013,australian indie,2
2013,australian indigenous music,3
2013,australian pop,11
2013,australian rock,7
2013,australian talent show,1
2013,big room,5
2013,boy band,8
2013,british invasion,2
2013,british soul,2
2013,brostep,1
2013,calypso,1
2013,canadian hip hop,1
2013,canadian pop,2
2013,candy pop,4
2013,chicago rap,1
2013,classic country pop,1
2013,classic oklahoma country,1
2013,classic soul,2
2013,classic uk pop,2
2013,comic,1
2013,contemporary country,2
2013,contemporary r&b,2
2013,cowboy western,1
2013,dance pop,37
2013,dance rock,1
2013,dancefloor dnb,1
2013,deep minimal techno,1
2013,detroit hip hop,2
2013,disco,1
2013,disco house,3
2013,doo-wop,1
2013,dutch edm,4
2013,dutch house,3
2013,easy listening,1
2013,edm,2
2013,electro,2
2013,electropop,2
2013,emo,1
2013,escape room,1
2013,eurodance,1
2013,folk-pop,6
2013,g funk,1
2013,garage rock,3
2013,girl group,2
2013,glam punk,1
2013,grime,1
2013,hollywood,3
2013,indietronica,5
2013,irish pop,1
2013,latin pop,1
2013,lilith,1
2013,metropopolis,11
2013,modern alternative rock,3
2013,modern rock,4
2013,motown,2
2013,nashville sound,2
2013,nederpop,1
2013,neo mellow,6
2013,neo soul,1
2013,new orleans soul,1
2013,new romantic,2
2013,new wave pop,1
2013,old school hip hop,1
2013,piano rock,7
2013,pop,27
2013,pop dance,6
2013,pop soul,1
2013,post-teen pop,2
2013,progressive rock,1
2013,reggae fusion,1
2013,ruta destroy,1
2013,scandipop,1
2013,talent show,1
2013,uk contemporary r&b,2
2014,acoustic pop,2
2014,adult standards,9
2014,afrobeats,3
2014,album rock,5
2014,alternative dance,1
2014,american folk revival,1
2014,antiviral pop,1
2014,argentine heavy metal,1
2014,art pop,4
2014,art rock,1
2014,atl hip hop,1
2014,auckland indie,3
2014,aussietronica,2
2014,australian dance,6
2014,australian hip hop,10
2014,australian indie,5
2014,australian indigenous music,2
2014,australian pop,17
2014,australian rock,9
2014,australian talent show,1
2014,austrian pop,1
2014,belgian edm,1
2014,big room,15
2014,boy band,12
2014,brill building pop,3
2014,british invasion,1
2014,british soul,4
2014,bubblegum pop,2
2014,canadian celtic,2
2014,canadian contemporary r&b,1
2014,canadian electronic,2
2014,canadian pop,1
2014,celtic rock,4
2014,chicago rap,1
2014,chicago soul,1
2014,classic australian country,1
2014,classic country pop,3
2014,classic girl group,2
2014,classic uk pop,1
2014,colombian pop,1
2014,complextro,1
2014,contemporary country,4
2014,contemporary r&b,5
2014,country pop,1
2014,dance pop,43
2014,dance rock,2
2014,dancefloor dnb,1
2014,deep adult standards,2
2014,deep euro house,2
2014,deep house,1
2014,deep talent show,1
2014,detroit hip hop,1
2014,doo-wop,3
2014,drum and bass,1
2014,easy listening,1
2014,edm,1
2014,electropop,2
2014,enka,1
2014,eurodance,4
2014,folk-pop,6
2014,freestyle,1
2014,french indie pop,2
2014,funk,1
2014,future garage,2
2014,gauze pop,1
2014,german pop,3
2014,girl group,3
2014,hardcore techno,1
2014,hip house,6
2014,hip pop,4
2014,hopebeat,1
2014,house,2
2014,idol,1
2014,indie poptimism,2
2014,indie rock,1
2014,indietronica,4
2014,irish singer-songwriter,5
2014,israeli pop,1
2014,jazz cover,1
2014,karaoke,1
2014,latin pop,1
2014,metropopolis,1
2014,modern rock,1
2014,neo mellow,7
2014,new jack swing,1
2014,new romantic,2
2014,northern soul,2
2014,operatic pop,1
2014,permanent wave,2
2014,piano rock,3
2014,poetry,1
2014,pop,63
2014,pop dance,2
2014,pop edm,1
2014,post-teen pop,3
2014,progressive trance,1
2014,r&b,1
2014,reggae fusion,2
2014,surf music,2
2014,swedish pop,4
2014,talent show,1
2014,uk pop,1
2014,viral pop,1
2015,acoustic cover,1
2015,adult standards,10
2015,afrobeats,1
2015,afroswing,1
2015,album rock,3
2015,alt z,3
2015,alternative metal,1
2015,alternative r&b,1
2015,art pop,2
2015,aussietronica,3
2015,australian alternative pop,3
2015,australian alternative rock,3
2015,australian comedy,2
2015,australian dance,3
2015,australian indie,3
2015,australian indigenous music,2
2015,australian pop,21
2015,australian psych,1
2015,australian rock,7
2015,barbadian pop,1
2015,belgian edm,1
2015,big room,3
2015,boston rock,1
2015,boy band,14
2015,brill building pop,1
2015,british invasion,1
2015,british soul,13
2015,bubble trance,1
2015,bubblegum pop,1
2015,canadian contemporary r&b,4
2015,canadian country,1
2015,canadian indie,1
2015,canadian pop,26
2015,chicago bop,1
2015,chicago rap,1
2015,chicago soul,1
2015,classic nz pop,1
2015,classic rock,2
2015,classic soul,1
2015,classic texas country,1
2015,complextro,1
2015,contemporary country,5
2015,contemporary r&b,7
2015,country rock,3
2015,dance pop,53
2015,dancefloor dnb,2
2015,danish pop,2
2015,deep adult standards,1
2015,deep euro house,3
2015,deep groove house,1
2015,devon indie,2
2015,disco,2
2015,disco house,1
2015,diva house,2
2015,doo-wop,1
2015,dutch edm,1
2015,dutch house,3
2015,east coast hip hop,2
2015,edm,8
2015,electro house,3
2015,electropop,2
2015,emo,2
2015,eurodance,1
2015,folk-pop,2
2015,g funk,1
2015,girl group,8
2015,gospel,1
2015,grime,1
2015,hip hop,3
2015,hip pop,8
2015,icelandic indie,1
2015,indie anthem-folk,1
2015,indie folk,1
2015,indie pop rap,2
2015,indietronica,6
2015,irish pop,2
2015,latin pop,1
2015,liverpool indie,1
2015,miami hip hop,2
2015,modern alternative rock,2
2015,modern blues rock,1
2015,modern rock,3
2015,neo mellow,2
2015,new jersey rap,1
2015,new wave pop,1
2015,nyc pop,1
2015,permanent wave,2
2015,pop,38
2015,pop dance,1
2015,pop soul,3
2015,post-teen pop,3
2015,pov: indie,1
2015,quiet storm,1
2015,r&b,2
2015,reggae fusion,5
2015,rhythm and blues,2
2015,souldies,1
2015,talent show,1
2015,uk alternative pop,1
2015,viral pop,1
2016,adult standards,15
2016,album rock,3
2016,alt z,4
2016,alternative dance,1
2016,alternative metal,1
2016,art pop,4
2016,atl hip hop,2
2016,auckland indie,2
2016,aussietronica,4
2016,australian alternative pop,1
2016,australian alternative rock,1
2016,australian country,2
2016,australian dance,12
2016,australian electropop,2
2016,australian garage punk,1
2016,australian hip hop,5
2016,australian indie,1
2016,australian indigenous music,3
2016,australian pop,21
2016,australian rock,4
2016,barbadian pop,1
2016,beatlesque,2
2016,belgian edm,1
2016,big room,1
2016,boy band,3
2016,british folk,2
2016,british soul,2
2016,bubblegum pop,1
2016,canadian contemporary r&b,7
2016,canadian hip hop,4
2016,canadian pop,8
2016,canadian rockabilly,1
2016,celtic,1
2016,chicago rap,1
2016,classic australian country,3
2016,classic country pop,1
2016,classic uk pop,1
2016,colombian pop,1
2016,comic,1
2016,dance pop,38
2016,dance rock,4
2016,dancefloor dnb,1
2016,danish electronic,1
2016,deep adult standards,2
2016,deep euro house,2
2016,dfw rap,5
2016,disco,3
2016,disco house,2
2016,diva house,2
2016,dream trance,1
2016,dutch edm,1
2016,edm,9
2016,electro,1
2016,electro house,1
2016,electropop,3
2016,escape room,2
2016,eurodance,2
2016,folk-pop,1
2016,french indie pop,1
2016,funk,2
2016,german dance,2
2016,girl group,5
2016,hammond organ,1
2016,hip hop,2
2016,hip pop,2
2016,hollywood,1
2016,house,1
2016,indie pop rap,2
2016,indietronica,2
2016,instrumental worship,1
2016,irish pop,1
2016,la indie,1
2016,la pop,2
2016,mellow gold,1
2016,melodic rap,1
2016,metropopolis,1
2016,modern alternative rock,1
2016,modern rock,1
2016,nederpop,1
2016,neo mellow,8
2016,neo soul,5
2016,new jack swing,1
2016,new romantic,1
2016,new wave pop,1
2016,piano rock,2
2016,pop,58
2016,pop dance,2
2016,pop rap,4
2016,pop rock,1
2016,pop soul,2
2016,post-teen pop,1
2016,psychedelic rock,2
2016,rhythm and blues,2
2016,rock drums,1
2016,rock-and-roll,1
2016,rockabilly,1
2016,scandipop,1
2016,swing italiano,1
2016,trance,1
2016,uk alternative pop,1
2016,uk contemporary r&b,1
2016,viral trap,1
2017,adult standards,4
2017,album rock,2
2017,alt z,2
2017,alternative dance,3
2017,art pop,5
2017,atl hip hop,1
2017,aussietronica,6
2017,australian country,2
2017,australian dance,1
2017,australian hip hop,3
2017,australian indie,8
2017,australian indie folk,1
2017,australian indigenous music,4
2017,australian pop,8
2017,australian rock,7
2017,austropop,1
2017,beach music,1
2017,big beat,3
2017,big room,1
2017,boy band,2
2017,british children's music,1
2017,british soul,1
2017,britpop,1
2017,broadway,2
2017,brostep,3
2017,canadian pop,3
2017,candy pop,1
2017,celtic rock,3
2017,channel islands indie,1
2017,classic rock,1
2017,classic soul,2
2017,complextro,3
2017,conscious hip hop,5
2017,contemporary country,3
2017,contemporary r&b,1
2017,country rock,1
2017,dance pop,40
2017,deep adult standards,2
2017,deep house,1
2017,deep tech house,1
2017,detroit hip hop,2
2017,dfw rap,1
2017,disco house,1
2017,doo-wop,1
2017,downtempo,1
2017,dutch edm,3
2017,east coast hip hop,1
2017,edm,10
2017,electro house,1
2017,electropop,7
2017,eurodance,1
2017,folk,1
2017,folk-pop,1
2017,german pop,1
2017,girl group,3
2017,glam rock,2
2017,hip hop,7
2017,hip house,1
2017,hollywood,3
2017,house,1
2017,indie anthem-folk,1
2017,indie electropop,1
2017,indie pop rap,2
2017,indie poptimism,1
2017,indie rock,2
2017,indie rock italiano,1
2017,indietronica,1
2017,instrumental soul,1
2017,irish country,1
2017,israeli pop,1
2017,k-pop,1
2017,la pop,2
2017,latin pop,3
2017,london rap,1
2017,melbourne bounce,1
2017,modern rock,10
2017,nashville sound,1
2017,neo mellow,4
2017,neo soul,2
2017,new wave pop,1
2017,norwegian pop,1
2017,ohio hip hop,2
2017,opm,1
2017,permanent wave,1
2017,pixie,1
2017,pop,71
2017,pop dance,2
2017,pop rap,2
2017,pov: indie,1
2017,rock-and-roll,4
2017,talent show,2
2017,uk contemporary r&b,1
2017,uk pop,1
2017,yodeling,1
2018,adult standards,10
2018,alt z,5
2018,alternative pop rock,1
2018,art pop,6
2018,atl hip hop,2
2018,aussietronica,4
2018,australian americana,3
2018,australian country,2
2018,australian dance,1
2018,australian electropop,1
2018,australian hip hop,2
2018,australian house,1
2018,australian indie,5
2018,australian indigenous music,1
2018,australian pop,14
2018,australian r&b,2
2018,australian reggae fusion,1
2018,australian rock,1
2018,australian talent show,1
2018,bass house,1
2018,big room,4
2018,boy band,10
2018,british blues,1
2018,british indie rock,1
2018,british invasion,3
2018,british soul,1
2018,brostep,2
2018,canadian contemporary r&b,1
2018,canadian hip hop,2
2018,canadian pop,7
2018,ccm,1
2018,chicago rap,2
2018,classic australian country,2
2018,classic canadian rock,1
2018,classic uk pop,1
2018,comedy rap,1
2018,complextro,3
2018,conscious hip hop,1
2018,contemporary country,1
2018,contemporary r&b,4
2018,dance pop,19
2018,danish pop,1
2018,deep underground hip hop,1
2018,detroit rock,1
2018,dfw rap,7
2018,disco,2
2018,dutch edm,1
2018,early reggae,1
2018,east coast hip hop,1
2018,edm,10
2018,electropop,2
2018,emo rap,1
2018,eurodance,1
2018,folk,1
2018,folk-pop,6
2018,halloween,1
2018,hip hop,1
2018,hip pop,1
2018,la pop,1
2018,melodic rap,1
2018,memphis hip hop,1
2018,modern rock,4
2018,neo mellow,1
2018,nz pop,1
2018,piano rock,1
2018,pop,51
2018,pop dance,2
2018,pop soul,2
2018,pov: indie,2
2018,r&b,2
2018,rap,1
2018,reggaeton,1
2018,swedish pop,1
2018,theme,1
2018,uk dance,1
2019,adult standards,6
2019,album rock,1
2019,alt z,5
2019,alternative dance,1
2019,anti-folk,1
2019,art pop,6
2019,aussietronica,2
2019,australian alternative pop,1
2019,australian alternative rock,2
2019,australian country,7
2019,australian dance,2
2019,australian hip hop,3
2019,australian indie,4
2019,australian indigenous music,3
2019,australian pop,12
2019,australian rock,1
2019,australian talent show,1
2019,baroque pop,1
2019,beatlesque,1
2019,big room,2
2019,boy band,7
2019,british invasion,3
2019,brostep,2
2019,bubblegum pop,1
2019,canadian contemporary r&b,2
2019,canadian hip hop,1
2019,canadian pop,3
2019,celtic rock,1
2019,contemporary country,1
2019,contemporary r&b,1
2019,dance pop,20
2019,deep groove house,1
2019,dfw rap,4
2019,dutch edm,1
2019,dutch pop,1
2019,edm,8
2019,electropop,2
2019,escape room,3
2019,folk-pop,1
2019,freestyle,1
2019,german dance,1
2019,girl group,1
2019,grime,1
2019,hip house,1
2019,house,1
2019,indie anthem-folk,1
2019,indie pop rap,1
2019,k-pop,1
2019,latin pop,1
2019,lgbtq+ hip hop,1
2019,melanesian pop,1
2019,melodic rap,2
2019,metropopolis,2
2019,neo mellow,2
2019,nz pop,1
2019,pop,49
2019,pop dance,2
2019,pop edm,1
2019,pop soul,1
2019,pov: indie,1
2019,rap,1
2019,uk pop,1
2020,adult standards,1
2020,afroswing,1
2020,alaska indie,1
2020,alt z,9
2020,arkansas country,1
2020,art pop,5
2020,atl hip hop,1
2020,aussietronica,1
2020,australian alternative rock,2
2020,australian dance,2
2020,australian electropop,1
2020,australian hip hop,6
2020,australian indie,1
2020,australian pop,15
2020,australian talent show,1
2020,bedroom pop,4
2020,belgian dance,1
2020,big room,2
2020,black americana,1
2020,bolobedu house,1
2020,boy band,8
2020,british invasion,2
2020,brooklyn drill,1
2020,brostep,3
2020,cali rap,3
2020,canadian contemporary r&b,6
2020,canadian hip hop,2
2020,canadian pop,7
2020,chicago rap,1
2020,classic uk pop,1
2020,complextro,1
2020,contemporary country,3
2020,dance pop,26
2020,deep disco house,1
2020,deep euro house,1
2020,deep house,1
2020,deep tropical house,1
2020,deep underground hip hop,1
2020,detroit hip hop,2
2020,dutch edm,1
2020,dutch house,1
2020,edm,5
2020,electropop,2
2020,eurodance,1
2020,gauze pop,2
2020,german dance,1
2020,girl group,3
2020,hip hop,3
2020,house,3
2020,houston rap,1
2020,indietronica,3
2020,k-pop,3
2020,melbourne bounce,1
2020,mellow gold,1
2020,melodic rap,2
2020,modern alternative rock,1
2020,modern rock,2
2020,neo mellow,1
2020,new wave,2
2020,novelty,1
2020,nz pop,2
2020,ohio hip hop,1
2020,piano rock,1
2020,pop,47
2020,pop dance,2
2020,pop rap,3
2020,pop violin,1
2020,pov: indie,1
2020,r&b,3
2020,reggaeton,1
2020,sad lo-fi,1
2020,scandipop,1
2020,social media pop,1
2020,uk contemporary r&b,2
2020,uk dance,2
2021,acid house,3
2021,alabama rap,1
2021,alt z,6
2021,alternative dance,1
2021,alternative metal,2
2021,alternative r&b,1
2021,art pop,4
2021,aussietronica,2
2021,australian hip hop,4
2021,australian house,1
2021,australian indigenous music,1
2021,australian pop,8
2021,bedroom pop,1
2021,belgian edm,1
2021,british soul,1
2021,brooklyn indie,1
2021,brostep,1
2021,canadian contemporary r&b,3
2021,canadian hip hop,1
2021,canadian pop,5
2021,colombian pop,1
2021,dance pop,29
2021,dfw rap,1
2021,dutch house,1
2021,edm,4
2021,electro house,1
2021,electro jazz,1
2021,folk-pop,3
2021,funk pop,1
2021,german dance,1
2021,girl group,1
2021,glam rock,1
2021,hip hop,1
2021,horrorcore,1
2021,house,2
2021,indie salvadoreno,1
2021,irish rock,1
2021,k-pop,2
2021,lgbtq+ hip hop,3
2021,manchester indie,1
2021,modern rock,4
2021,neo soul,1
2021,permanent wave,1
2021,piano rock,1
2021,pop,35
2021,pop dance,2
2021,pop r&b,1
2021,pop rap,1
2021,rap,1
2021,romanian pop,1
2021,scandipop,2
2021,singer-songwriter pop,1
2021,social media pop,1
2021,trap queen,1
2021,uk dance,2
2021,uk pop,1
2021,wrestling,1
2022,afrobeats,1
2022,alt z,6
2022,alternative hip hop,1
2022,art pop,1
2022,australian pop,3
2022,big room,4
2022,dance pop,5
2022,deep groove house,1
2022,deep underground hip hop,1
2022,dutch house,1
2022,edm,1
2022,escape room,3
2022,eurodance,1
2022,folk-pop,3
2022,gen z singer-songwriter,1
2022,german dance,1
2022,glam rock,1
2022,hip pop,3
2022,house,1
2022,indie poptimism,1
2022,lgbtq+ hip hop,1
2022,modern rock,2
2022,new jersey underground rap,1
2022,piano rock,1
2022,pop,12
2022,pov: indie,1
2022,rap,1
2022,trap queen,1
2022,uk contemporary r&b,1
2022,uk dance,1
2023,art pop,1
2023,australian dance,2
2023,australian indigenous music,2
2023,australian pop,5
2023,belgian edm,1
2023,big room,3
2023,british invasion,1
2023,contemporary country,5
2023,dance pop,14
2023,deep underground hip hop,1
2023,edm,2
2023,electra,1
2023,hip pop,2
2023,house,1
2023,hypertechno,2
2023,indie r&b,1
2023,k-pop,1
2023,k-pop girl group,1
2023,pop,11
2023,pop dance,1
2023,pop rap,2
2023,singer-songwriter pop,1
2023,tropical house,1
2023,uk contemporary r&b,1
2024,australian pop,4
2024,big room,1
2024,detroit hip hop,1
2024,edm,1
2024,pop,2
2024,singer-songwriter pop,1
